hs12	121020292	121039242	OASL
hs12	132623753	132687365	POLE
hs12	132687606	132704991	PXMP2
hs12	49976923	50033136	RACGAP1
hs12	130871879	130877678	RAN
hs12	64610513	64697567	RASSF3
hs12	112405190	112418838	RPL6
hs12	95858928	95903828	SNRPF
hs12	56416373	56449403	TIMELESS
hs12	94567124	94650562	TMCC3
hs12	47963569	47968878	TMEM106C
hs12	49323236	49331731	TROAP
hs12	49127782	49131397	TUBA1B
hs12	49188736	49274603	TUBA1C
hs13	36949775	37000261	ALG5
hs13	51767993	51804157	DHRS12
hs13	32432417	32538885	N4BP2L2
hs13	53028759	53052057	OLFM4
hs13	28138506	28295335	PAN3
hs13	27620743	27667422	POLR1D
hs13	21153595	21176602	SKA3
hs13	52652709	52700909	SUGT1
hs13	37009312	37059713	SUPT20H
hs13	23570370	23676104	TNFRSF19
hs14	67619798	67651720	ARG2
hs14	91060333	91225632	C14orf159
hs14	51989475	52010691	C14orf166
hs14	54396849	54420218	CDKN3
hs14	105486317	105499575	CRIP1
hs14	24573522	24576260	CTSG
hs14	95086228	95158010	DICER1
hs14	55148112	55191678	DLGAP5
hs14	24138959	24141588	EMC9
hs14	94104836	94116698	IFI27
hs14	20468954	20477094	PNP
hs14	49643555	49688422	POLE2
hs14	52267713	52276724	PTGDR
hs14	22883165	22887686	REM2
hs14	20891399	20892348	RNASE3
hs14	24146683	24167402	RNF31
hs14	49618519	49620685	RPL36AL
hs14	90847862	91060636	RPS6KA5
hs14	77708071	77769742	SLIRP
hs14	50108632	50116600	VCPKMT
hs14	68787660	68796253	ZFP36L1
hs15	82659281	82709914	AP3B2
hs15	40161023	40277487	BUB1B
hs15	40594020	40664342	CASC5
hs15	59105078	59125045	CCNB2
hs15	51208057	51338610	CYP19A1
hs15	92617443	92809884	FAM174B
hs15	89243949	89317261	FANCI
hs15	34140674	34210096	KATNBL1
hs15	58410569	58569843	LIPC
hs15	79833585	79923754	MTHFS
hs15	41332694	41381050	NUSAP1
hs15	41309268	41332621	OIP5
hs15	64155812	64163205	PPIB
hs15	90966038	90995629	PRC1
hs15	40694774	40732339	RAD51
hs15	89575482	89631056	TICRR
hs15	66336206	66386746	TIPIN
hs15	70047790	70098176	TLE3
hs15	51056598	51105276	TNFAIP8L3
hs15	43826963	43868419	WDR76
hs16	20806429	20849668	AC004381.6
hs16	56361452	56425538	AMFR
hs16	84368527	84464187	ATP2C2
hs16	1333601	1349438	BAIAP3
hs16	2460080	2464963	C16orf59
hs16	3027682	3036926	CCDC64B
hs16	2429394	2458854	CCNF
hs16	88803213	88809258	CDT1
hs16	81006498	81033114	CENPN
hs16	11359845	11523588	CTD-3088G3.8
hs16	30423619	30430075	DCTPP1
hs16	67975663	67980829	DPEP3
hs16	85676198	85690073	GINS2
hs16	3022620	3024286	HCFC1R1
hs16	31393312	31426505	ITGAD
hs16	11547722	11636381	LITAF
hs16	3046681	3060726	MMP25
hs16	83968632	84002776	NECAB2
hs16	69565094	69704666	NFAT5
hs16	46689643	46698394	ORC6
hs16	2968024	2980539	PKMYT1
hs16	23677656	23690367	PLK1
hs16	1485886	1488981	PTX4
hs16	46580554	46621626	SHCBP1
hs16	53010	57669	SNRNP25
hs16	88856220	88862686	TRAPPC2L
hs16	77788530	77980107	VAT1L
hs16	28097979	28211920	XPO6
hs16	74999030	75110994	ZNRF1
hs17	81117295	81166077	AATK
hs17	42844600	42850707	AOC2
hs17	42851184	42858130	AOC3
hs17	68259182	68422731	ARSG
hs17	8204733	8210600	AURKB
hs17	78214186	78225636	BIRC5
hs17	81239239	81241281	C17orf89
hs17	79778132	79787983	CBX2
hs17	40287633	40304657	CDC6
hs17	32486619	32491256	CDK5R1
hs17	41688885	41692668	EIF1
hs17	50373220	50381483	EME1
hs17	64039142	64130819	ERN1
hs17	6444415	6451469	FAM64A
hs17	3723903	3726699	GSG2
hs17	70168673	70180048	KCNJ2
hs17	7839904	7854796	KDM6B
hs17	44924709	44947711	KIF18B
hs17	68035519	68046842	KPNA2
hs17	40922696	40937634	KRT23
hs17	12020824	12143830	MAP2K4
hs17	58269856	58280935	MPO
hs17	8474205	8630761	MYH10
hs17	8413131	8490411	NDEL1
hs17	51153536	51171747	NME1
hs17	29255836	29294118	NUFIP2
hs17	4796144	4798503	PSMB6
hs17	81932384	81947233	PYCR1
hs17	31391624	31538217	RAB11FIP4
hs17	82031624	82034204	RAC3
hs17	82047902	82051831	RFNG
hs17	59952240	59964761	RNFT1
hs17	38847865	38853843	RPL23
hs17	50962174	51120865	SPAG9
hs17	76563710	76586956	ST6GALNAC2
hs17	42313324	42388568	STAT3
hs17	78174075	78187233	TK1
hs17	40388516	40417950	TOP2A
hs17	42609676	42615234	TUBG1
hs17	43014605	43025123	VAT1
hs18	21650897	21704805	ABHD3
hs18	46173553	46266991	C18orf25
hs18	49477250	49492565	C18orf32
hs18	46104332	46128333	HAUS1
hs18	50374995	50394173	SKA1
hs18	2655738	2805017	SMCHD1
hs18	21612267	21630456	SNRPD1
hs18	657604	673578	TYMS
hs18	63389190	63422483	VPS4B
hs18	62523007	62587709	ZCCHC2
hs19	825097	832018	AZU1
hs19	4641374	4670370	C19orf10
hs19	50797704	50804929	C19orf48
hs19	48180770	48255946	CARD8
hs19	43353659	43363172	CD177
hs19	42580241	43207299	CEACAM8
hs19	4402662	4445018	CHAF1A
hs19	15672757	15697174	CYP4F12
hs19	15615218	15662825	CYP4F8
hs19	14408819	14419383	DDX39A
hs19	851014	856247	ELANE
hs19	14619117	14690027	EMR3
hs19	35443907	35451767	FFAR2
hs19	676365	683390	FSTL3
hs19	12953119	12957236	GADD45GIP1
hs19	34359480	34426168	GPI
hs19	41998321	42069498	GRIK5
hs19	12763003	12872740	HOOK2
hs19	11089362	11133816	LDLR
hs19	49114324	49118460	LIN7B
hs19	3762664	3768575	MRPL54
hs19	19515736	19537581	NDUFA13
hs19	4502192	4517704	PLIN4
hs19	42302098	42310821	PRR19
hs19	685546	695498	PRSS57
hs19	12945855	12953642	RAD23A
hs19	7669044	7670454	RETN
hs19	19192229	19201869	RFXANK
hs19	45687454	45692569	SNRPD2
hs19	11131520	11155808	SPC24
hs19	6661253	6670588	TNFSF14
hs19	55399745	55407777	UBE2S
hs19	4903080	4962154	UHRF1
hs19	36054881	36105106	WDR62
hs19	14689801	14733746	ZNF333
hs19	21496682	21556270	ZNF429
hs19	20167228	20200490	ZNF486
hs19	21397119	21491266	ZNF493
hs19	57769655	57865112	ZNF586
hs2	240906330	240993311	AC104809.3
hs2	196967017	197311173	ANKRD44
hs2	241188509	241225377	ANO7
hs2	68679601	68826833	ARHGAP25
hs2	69960089	69962265	ASPRV1
hs2	110637698	110678114	BUB1
hs2	201233443	201287711	CASP8
hs2	173354820	173368997	CDCA7
hs2	24793136	24822376	CENPO
hs2	112736607	112764677	CKAP2L
hs2	55174791	55232563	CLHC1
hs2	200853009	200864744	CLK1
hs2	68284171	68320051	CNRIP1
hs2	197453423	197475308	COQ10B
hs2	218162845	218166995	CXCR1
hs2	218125289	218137253	CXCR2
hs2	119366921	119372560	DBI
hs2	206159585	206162928	EEF1B2
hs2	37099210	37157065	EIF2AK2
hs2	200973718	201071671	FAM126B
hs2	238158982	238168900	FAM132B
hs2	38751534	38785000	GEMIN6
hs2	174431571	174487094	GPR155
hs2	196194370	196593692	HECW2
hs2	233833416	233854566	HJURP
hs2	102418689	102452565	IL18RAP
hs2	127298730	127388465	MAP3K2
hs2	159712457	159771027	MAR07
hs2	135839626	135876426	MCM6
hs2	15940564	15947007	MYCN
hs2	240126563	240136807	MYEOV2
hs2	191678068	191696659	NABP1
hs2	96335787	96373845	NCAPH
hs2	24491914	24770702	NCOA1
hs2	69395750	69437628	NFU1
hs2	112721486	112742879	NT5DC4
hs2	63050057	63057836	OTX1
hs2	64092652	64144454	PELI1
hs2	161308038	161411717	PSMD14
hs2	24789734	24793382	PTRHD1
hs2	101271219	101308701	RNF149
hs2	101001715	101024032	RPL31
hs2	3575205	3580919	RPS7
hs2	10122328	10131419	RRM2
hs2	69893560	69942945	SNRNP27
hs2	230167293	230225729	SP110
hs2	168834132	168913371	SPC25
hs2	45388680	45612165	SRBD1
hs2	190964358	191020960	STAT1
hs20	56369389	56392337	AURKA
hs20	38260149	38337505	BPI
hs20	56412112	56460387	CASS4
hs20	2794069	2800637	CPXM1
hs20	38926312	38953106	FAM83D
hs20	25407727	25452628	GINS1
hs20	63558086	63574239	HELZ2
hs20	43667019	43716496	MYBL2
hs20	20017116	20033655	NAA20
hs20	32443059	32585074	NOL4L
hs20	54207847	54228052	PFDN4
hs20	45174876	45176544	PI3
hs20	35699272	35700984	ROMO1
hs20	62642445	62685785	SLCO4A1
hs20	2296001	2341078	TGM3
hs20	31739271	31801805	TPX2
hs20	45812576	45816957	UBE2C
hs20	57603846	57620576	ZBP1
hs20	46499630	46513559	ZNF334
hs20	49237946	49278426	ZNFX1
hs21	42199689	42297244	ABCG1
hs21	46300181	46323875	C21orf58
hs21	46458899	46569852	DIP2A
hs21	33559542	33931607	DONSON
hs21	38157034	38307357	KCNJ15
hs21	41420304	41459214	MX1
hs21	41361943	41409390	MX2
hs21	39174769	39183851	PSMG1
hs21	32628759	32728048	SYNJ1
hs21	5155499	5165472	TMEM1
hs21	44497892	44711580	TSPEAR
hs22	38952741	38992804	APOBEC3A
hs22	36253010	36267530	APOL1
hs22	36226203	36239954	APOL2
hs22	39519695	39522685	ATF4
hs22	39120167	39152674	CBX7
hs22	19479459	19520612	CDC45
hs22	41938721	41947164	CENPM
hs22	23834503	23839128	DERL3
hs22	38518949	38570286	DMC1
hs22	46296741	46330810	GTSE1
hs22	23573125	23580308	IGLL1
hs22	22734620	22896107	IGLL5
hs22	35400063	35425430	MCM5
hs22	19431902	19436075	MRPL40
hs22	50508216	50523472	NCAPH2
hs22	42085525	42090955	NDUFA6
hs22	20115938	20127357	RANBP1
hs22	45413691	45432496	RIBC2
hs22	23059415	23145021	RSPH14
hs22	21642261	21644298	SDF2L1
hs22	50674415	50733298	SHANK3
hs3	195274736	195443078	ACAP2
hs3	63864557	64003462	ATXN7
hs3	157146508	157160760	CCNL1
hs3	46163604	46266706	CCR3
hs3	48157146	48188402	CDC25A
hs3	122564238	122575203	DTX3L
hs3	129401321	129428651	EFCAB12
hs3	134597801	135260467	EPHB1
hs3	180868141	180982753	FXR1
hs3	113828182	113947174	GRAMD1C
hs3	190514051	190659750	IL1RAP
hs3	128909866	129002690	KIAA1257
hs3	47228026	47283451	KIF9
hs3	183122213	183163839	LAMP3
hs3	188153284	188890671	LPP
hs3	46435645	46485234	LTF
hs3	51385047	51389397	MANF
hs3	127598223	127622436	MCM2
hs3	155024124	155183729	MME
hs3	179588285	179604654	MRPL47
hs3	122527924	122564577	PARP9
hs3	48403854	48430051	PLXNB1
hs3	52075253	52154690	POC1A
hs3	121431427	121546641	POLQ
hs3	71771656	71785206	PROK2
hs3	141738204	141747560	RNF7
hs3	170864875	170870483	RPL22L1
hs3	101681091	101686782	RPL24
hs3	197949987	197956610	RPL35A
hs3	159839861	159897360	SCHIP1
hs3	50267558	50277546	SEMA3B
hs3	150741127	150763477	SIAH2
hs3	43286512	43424764	SNRK
hs3	129647792	129893576	TMCC1
hs3	49828599	49856574	TRAIP
hs3	36826820	36945057	TRANK1
hs3	142306607	142448062	XRN1
hs3	125225561	125375354	ZNF148
hs4	88090264	88231322	ABCG2
hs4	672436	674338	ATP5I
hs4	13568738	13627723	BOD1L1
hs4	121816444	121823933	CCNA2
hs4	103105806	103198409	CENPE
hs4	184694618	184734133	CENPU
hs4	102868978	102889242	CISD2
hs4	15002674	15070153	CPEB2
hs4	73869393	73871242	CXCL1
hs4	73740506	73743716	CXCL8
hs4	5014586	5019472	CYTL1
hs4	168356735	168537786	DDX60L
hs4	139028112	139177218	ELF2
hs4	88521048	88708542	HERC3
hs4	88457117	88506163	HERC5
hs4	94298535	94342876	HPGDS
hs4	184387713	184474580	IRF2
hs4	153344649	153415118	MND1
hs4	17810902	17844862	NCAPG
hs4	108650584	108667820	OSTC
hs4	127880861	127899195	PLK4
hs4	120684919	120922870	PRDM5
hs4	37590800	37686376	RELL1
hs4	108620566	108630412	RPL34
hs4	56809860	56821742	SPINK2
hs4	41256413	41268455	UCHL1
hs4	1871424	1982207	WHSC1
hs5	179110851	179345430	ADAMTS2
hs5	91368724	91383359	ARRDC3
hs5	180899077	180950906	BTNL8
hs5	69167010	69178245	CCNB1
hs5	160251652	160345396	CCNJL
hs5	173056352	173139284	CREBRF
hs5	80626228	80654983	DHFR
hs5	147390811	147510056	DPYSL3
hs5	76818933	76835315	F2RL1
hs5	100535305	100586741	FAM174A
hs5	72955981	73090522	FCHO2
hs5	180601506	180649624	FLT4
hs5	39105236	39274528	FYB
hs5	163460203	163491945	HMMR
hs5	132481609	132490798	IRF1
hs5	138178719	138187715	KIF20A
hs5	170246237	170298227	LCP2
hs5	1798386	1801366	MRPL36
hs5	139387480	139390081	MZB1
hs5	53560633	53683340	NDUFS4
hs5	32689070	32791724	NPR3
hs5	50665899	50846522	PARP8
hs5	140258	189970	PLEKHG4B
hs5	40679498	40693735	PTGER4
hs5	160421822	160428744	PTTG1
hs5	131423921	131797063	RAPGEF6
hs5	38937919	39074408	RICTOR
hs5	17444010	17483946	RP11-321E2.4
hs5	1201595	1225117	SLC6A19
hs5	100806935	100903266	ST8SIA4
hs5	77691166	77868780	TBCA
hs5	892643	919357	TRIP13
hs6	159760328	159779055	ACAT2
hs6	7881250	8102578	BLOC1S5-TXNDC5
hs6	26457904	26476621	BTN2A1
hs6	26402237	26415216	BTN3A1
hs6	24797321	25042168	C6orf229
hs6	126340174	126348875	CENPW
hs6	39792366	39904877	DAAM2
hs6	53267398	53349179	ELOVL5
hs6	130839347	131063322	EPB41L2
hs6	63719980	65707225	EYS
hs6	17600355	17611719	FAM8A1
hs6	24774931	24786099	GMNN
hs6	42184401	42194916	GUCA1B
hs6	26055787	26056428	HIST1H1C
hs6	26269405	26271815	HIST1H3G
hs6	26188765	26189076	HIST1H4D
hs6	159969099	160113507	IGF2R
hs6	391739	411447	IRF4
hs6	24544104	24646155	KIAA0319
hs6	33391536	33409924	KIFC1
hs6	10762723	10838555	MAK
hs6	36127809	36144524	MAPK13
hs6	16129125	16148248	MYLIP
hs6	11183298	11382348	NEDD9
hs6	31164337	31180731	POU5F1
hs6	41780349	41790141	PRICKLE4
hs6	32844136	32859585	PSMB9
hs6	160121789	160158718	SLC22A1
hs6	158650014	158764876	SYTL3
hs6	159034468	159045152	TAGAP
hs6	32845209	32853978	TAP1
hs6	31158542	31167159	TCF19
hs6	41228324	41238882	TREML4
hs6	80003887	80042527	TTK
hs6	30720201	30725426	TUBB
hs6	132722787	132734765	VNN3
hs7	48171458	48647496	ABCA13
hs7	100889994	100896974	ACHE
hs7	36389806	36453791	ANLN
hs7	101154397	101161596	AP1S1
hs7	142939343	142940868	C7orf34
hs7	135662496	135693418	C7orf73
hs7	77122434	77329533	CCDC146
hs7	102813230	103074843	FBXL13
hs7	76302544	76304295	HSPB1
hs7	98106885	98209633	LMTK2
hs7	128027071	128032107	LRRC4
hs7	100092728	100101940	MCM7
hs7	141907813	142106747	MGAM
hs7	1428465	1459502	MICALL2
hs7	141006054	141015228	MRPS33
hs7	106248285	106286326	NAMPT
hs7	158631311	158704829	NCAPG2
hs7	102973522	102988856	NFE4
hs7	151341699	151378449	NUB1
hs7	2242222	2251146	NUDT1
hs7	99416739	99466331	PTCD1
hs7	77696443	77783022	RSBN1L
hs7	93130055	93148369	SAMD9L
hs7	96481626	96709891	SHFM1
hs7	129188872	129213545	SMO
hs7	135148072	135166215	TMEM140
hs7	22812628	22822852	TOMM7
hs7	66205199	66420543	TPST1
hs7	139133744	139191986	TTC26
hs7	152644779	152676165	XRCC2
hs7	64666083	64711582	ZNF107
hs7	64971776	65006743	ZNF117
hs8	25458997	25507920	CDCA2
hs8	60678778	60868028	CHD7
hs8	99873200	99894062	COX6C
hs8	103414714	103443453	DCAF13
hs8	6996766	7018301	DEFA1B
hs8	6935822	6938338	DEFA4
hs8	119833976	119856010	DSCC1
hs8	27771949	27812640	ESCO2
hs8	41929479	42051990	KAT6A
hs8	19901717	19967258	LPL
hs8	143419182	143430406	MAFA
hs8	47960185	47978160	MCM4
hs8	143566187	143572971	MROH6
hs8	66562175	66614247	MYBL1
hs8	70109762	70403805	NCOA2
hs8	119416306	119424353	NOV
hs8	80967810	81112068	PAG1
hs8	27809620	27838095	PBK
hs8	9136255	9151574	PPP1R3B
hs8	141391993	141432454	PTP4A3
hs8	30384479	30572261	RBPMS
hs8	144511288	144517845	RECQL4
hs8	73290267	73295789	RPL7
hs8	102204502	102239118	RRM2B
hs8	141207166	141308305	SLC45A4
hs8	73939169	73972287	TCEB1
hs8	23084355	23117437	TNFRSF10C
hs8	144428775	144444444	TONSL
hs8	94925972	94949411	TP53INP1
hs8	143612618	143618048	TSTA3
hs8	96225920	96235634	UQCRB
hs9	104781002	104928237	ABCA1
hs9	35658875	35675866	ARHGEF39
hs9	130444929	130501274	ASS1
hs9	5450503	5470566	CD274
hs9	92325484	92620533	CENPP
hs9	89311198	89316703	CKS2
hs9	39072767	39288315	CNTNAP3
hs9	108942569	109013529	CTNNAL1
hs9	32455705	32526324	DDX58
hs9	137048098	137054045	ENTPD2
hs9	124451600	124478589	GPR144
hs9	35812960	35815354	HINT2
hs9	34252381	34329200	KIF24
hs9	83836698	83921465	KIF27
hs9	36572862	36677683	MELK
hs9	91409045	91423862	NFIL3
hs9	136494444	136545862	NOTCH1
hs9	137300482	137302251	NRARP
hs9	124857880	124861981	RPL35
hs9	89360787	89498130	SEMA4D
hs9	27109141	27230175	TEK
hs9	68536580	68540867	TMEM252
hs9	74722495	74888094	TRPM6
hs9	137241213	137243707	TUBB4B
hs9	128633661	128656787	WDR34
hs9	86287733	86354454	ZCCHC6
hsX	19912860	19970298	CXorf23
hsX	50365409	50470738	DGKK
hsX	48521158	48528716	EBP
hsX	44147882	44343672	EFHC2
hsX	72204657	72239047	ERCC6L
hsX	104166620	104195902	FAM199X
hsX	147911951	147951125	FMR1
hsX	150980509	150990775	HMGB3
hsX	149476990	149533935	IDS
hsX	70290090	70420832	KIF4A
hsX	119871487	119876662	NDUFA1
hsX	72181353	72302926	PIN4
hsX	20149911	20267100	RPS6KA3
hsX	134990938	134992473	SMIM10
hsX	153972327	153983195	TMEM187
hsX	103356445	103358469	WBP5
hsX	10015562	10144478	WWC3
